,Emotions,Path,Intensity,Statement,actor
644,neutral,/03-01-01-01-02-01-11.wav,normal,Dogs are sitting by the door,Actor_11
645,happy,/03-01-03-02-01-02-11.wav,intense,Kids are talking by the door,Actor_11
646,happy,/03-01-03-01-02-02-11.wav,normal,Dogs are sitting by the door,Actor_11
647,calm,/03-01-02-02-02-01-11.wav,intense,Dogs are sitting by the door,Actor_11
648,neutral,/03-01-01-01-01-02-11.wav,normal,Kids are talking by the door,Actor_11
649,calm,/03-01-02-01-01-01-11.wav,normal,Kids are talking by the door,Actor_11
650,angry,/03-01-05-01-01-01-11.wav,normal,Kids are talking by the door,Actor_11
651,fear,/03-01-06-01-01-02-11.wav,normal,Kids are talking by the door,Actor_11
652,fear,/03-01-06-02-02-02-11.wav,intense,Dogs are sitting by the door,Actor_11
653,angry,/03-01-05-02-02-01-11.wav,intense,Dogs are sitting by the door,Actor_11
654,disgust,/03-01-07-01-02-01-11.wav,normal,Dogs are sitting by the door,Actor_11
655,sad,/03-01-04-01-02-02-11.wav,normal,Dogs are sitting by the door,Actor_11
656,sad,/03-01-04-02-01-02-11.wav,intense,Kids are talking by the door,Actor_11
657,disgust,/03-01-07-02-01-01-11.wav,intense,Kids are talking by the door,Actor_11
658,surprise,/03-01-08-02-01-01-11.wav,intense,Kids are talking by the door,Actor_11
659,surprise,/03-01-08-01-02-01-11.wav,normal,Dogs are sitting by the door,Actor_11
660,calm,/03-01-02-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
661,neutral,/03-01-01-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
662,calm,/03-01-02-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
663,happy,/03-01-03-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
664,happy,/03-01-03-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
665,surprise,/03-01-08-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
666,surprise,/03-01-08-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
667,disgust,/03-01-07-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
668,sad,/03-01-04-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
669,sad,/03-01-04-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
670,disgust,/03-01-07-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
671,angry,/03-01-05-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
672,fear,/03-01-06-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
673,fear,/03-01-06-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
674,angry,/03-01-05-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
675,surprise,/03-01-08-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
676,surprise,/03-01-08-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
677,sad,/03-01-04-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
678,disgust,/03-01-07-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
679,disgust,/03-01-07-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
680,sad,/03-01-04-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
681,fear,/03-01-06-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
682,angry,/03-01-05-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
683,angry,/03-01-05-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
684,fear,/03-01-06-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
685,neutral,/03-01-01-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
686,calm,/03-01-02-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
687,calm,/03-01-02-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
688,happy,/03-01-03-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
689,happy,/03-01-03-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
690,surprise,/03-01-08-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
691,surprise,/03-01-08-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
692,angry,/03-01-05-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
693,fear,/03-01-06-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
694,fear,/03-01-06-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
695,angry,/03-01-05-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
696,disgust,/03-01-07-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
697,sad,/03-01-04-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
698,sad,/03-01-04-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
699,disgust,/03-01-07-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
700,happy,/03-01-03-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
701,happy,/03-01-03-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
702,calm,/03-01-02-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
703,neutral,/03-01-01-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
704,calm,/03-01-02-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
705,happy,/03-01-03-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
706,happy,/03-01-03-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
707,calm,/03-01-02-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
708,calm,/03-01-02-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
709,neutral,/03-01-01-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
710,surprise,/03-01-08-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
711,surprise,/03-01-08-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
712,fear,/03-01-06-01-01-02-12.wav,normal,Kids are talking by the door,Actor_12
713,angry,/03-01-05-01-01-01-12.wav,normal,Kids are talking by the door,Actor_12
714,angry,/03-01-05-02-02-01-12.wav,intense,Dogs are sitting by the door,Actor_12
715,fear,/03-01-06-02-02-02-12.wav,intense,Dogs are sitting by the door,Actor_12
716,sad,/03-01-04-01-02-02-12.wav,normal,Dogs are sitting by the door,Actor_12
717,disgust,/03-01-07-01-02-01-12.wav,normal,Dogs are sitting by the door,Actor_12
718,disgust,/03-01-07-02-01-01-12.wav,intense,Kids are talking by the door,Actor_12
719,sad,/03-01-04-02-01-02-12.wav,intense,Kids are talking by the door,Actor_12
720,happy,/03-01-03-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
721,happy,/03-01-03-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
722,calm,/03-01-02-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
723,neutral,/03-01-01-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
724,calm,/03-01-02-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
725,surprise,/03-01-08-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
726,surprise,/03-01-08-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
727,angry,/03-01-05-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
728,fear,/03-01-06-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
729,fear,/03-01-06-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
730,angry,/03-01-05-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
731,disgust,/03-01-07-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
732,sad,/03-01-04-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
733,sad,/03-01-04-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
734,disgust,/03-01-07-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
735,surprise,/03-01-08-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
736,surprise,/03-01-08-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
737,fear,/03-01-06-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
738,angry,/03-01-05-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
739,angry,/03-01-05-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
740,fear,/03-01-06-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
741,sad,/03-01-04-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
742,disgust,/03-01-07-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
743,disgust,/03-01-07-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
744,sad,/03-01-04-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
745,happy,/03-01-03-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
746,happy,/03-01-03-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
747,calm,/03-01-02-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
748,calm,/03-01-02-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
749,neutral,/03-01-01-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
750,surprise,/03-01-08-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
751,surprise,/03-01-08-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
752,disgust,/03-01-07-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
753,sad,/03-01-04-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
754,sad,/03-01-04-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
755,disgust,/03-01-07-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
756,angry,/03-01-05-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
757,fear,/03-01-06-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
758,fear,/03-01-06-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
759,angry,/03-01-05-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
760,calm,/03-01-02-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
761,neutral,/03-01-01-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
762,calm,/03-01-02-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
763,happy,/03-01-03-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
764,happy,/03-01-03-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
765,neutral,/03-01-01-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
766,calm,/03-01-02-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
767,calm,/03-01-02-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
768,happy,/03-01-03-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
769,happy,/03-01-03-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
770,surprise,/03-01-08-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
771,surprise,/03-01-08-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
772,sad,/03-01-04-02-01-02-13.wav,intense,Kids are talking by the door,Actor_13
773,disgust,/03-01-07-02-01-01-13.wav,intense,Kids are talking by the door,Actor_13
774,disgust,/03-01-07-01-02-01-13.wav,normal,Dogs are sitting by the door,Actor_13
775,sad,/03-01-04-01-02-02-13.wav,normal,Dogs are sitting by the door,Actor_13
776,fear,/03-01-06-02-02-02-13.wav,intense,Dogs are sitting by the door,Actor_13
777,angry,/03-01-05-02-02-01-13.wav,intense,Dogs are sitting by the door,Actor_13
778,angry,/03-01-05-01-01-01-13.wav,normal,Kids are talking by the door,Actor_13
779,fear,/03-01-06-01-01-02-13.wav,normal,Kids are talking by the door,Actor_13
780,surprise,/03-01-08-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
781,surprise,/03-01-08-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
782,sad,/03-01-04-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
783,disgust,/03-01-07-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
784,disgust,/03-01-07-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
785,sad,/03-01-04-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
786,fear,/03-01-06-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
787,angry,/03-01-05-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
788,angry,/03-01-05-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
789,fear,/03-01-06-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
790,neutral,/03-01-01-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
791,calm,/03-01-02-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
792,calm,/03-01-02-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
793,happy,/03-01-03-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
794,happy,/03-01-03-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
795,calm,/03-01-02-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
796,neutral,/03-01-01-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
797,calm,/03-01-02-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
798,happy,/03-01-03-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
799,happy,/03-01-03-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
800,surprise,/03-01-08-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
801,surprise,/03-01-08-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
802,disgust,/03-01-07-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
803,sad,/03-01-04-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
804,sad,/03-01-04-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
805,disgust,/03-01-07-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
806,angry,/03-01-05-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
807,fear,/03-01-06-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
808,fear,/03-01-06-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
809,angry,/03-01-05-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
810,happy,/03-01-03-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
811,happy,/03-01-03-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
812,calm,/03-01-02-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
813,calm,/03-01-02-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
814,neutral,/03-01-01-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
815,surprise,/03-01-08-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
816,surprise,/03-01-08-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
817,fear,/03-01-06-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
818,angry,/03-01-05-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
819,angry,/03-01-05-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
820,fear,/03-01-06-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
821,sad,/03-01-04-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
822,disgust,/03-01-07-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
823,disgust,/03-01-07-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
824,sad,/03-01-04-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
825,surprise,/03-01-08-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
826,surprise,/03-01-08-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
827,angry,/03-01-05-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
828,fear,/03-01-06-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
829,fear,/03-01-06-02-02-02-14.wav,intense,Dogs are sitting by the door,Actor_14
830,angry,/03-01-05-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
831,disgust,/03-01-07-01-02-01-14.wav,normal,Dogs are sitting by the door,Actor_14
832,sad,/03-01-04-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
833,sad,/03-01-04-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
834,disgust,/03-01-07-02-01-01-14.wav,intense,Kids are talking by the door,Actor_14
835,happy,/03-01-03-02-01-02-14.wav,intense,Kids are talking by the door,Actor_14
836,happy,/03-01-03-01-02-02-14.wav,normal,Dogs are sitting by the door,Actor_14
837,calm,/03-01-02-02-02-01-14.wav,intense,Dogs are sitting by the door,Actor_14
838,neutral,/03-01-01-01-01-02-14.wav,normal,Kids are talking by the door,Actor_14
839,calm,/03-01-02-01-01-01-14.wav,normal,Kids are talking by the door,Actor_14
840,surprise,/03-01-08-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
841,surprise,/03-01-08-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
842,fear,/03-01-06-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
843,angry,/03-01-05-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
844,angry,/03-01-05-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
845,fear,/03-01-06-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
846,sad,/03-01-04-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
847,disgust,/03-01-07-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
848,disgust,/03-01-07-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
849,sad,/03-01-04-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
850,happy,/03-01-03-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
851,happy,/03-01-03-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
852,calm,/03-01-02-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
853,calm,/03-01-02-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
854,neutral,/03-01-01-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
855,happy,/03-01-03-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
856,happy,/03-01-03-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
857,calm,/03-01-02-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
858,neutral,/03-01-01-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
859,calm,/03-01-02-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
860,surprise,/03-01-08-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
861,surprise,/03-01-08-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
862,angry,/03-01-05-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
863,fear,/03-01-06-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
864,fear,/03-01-06-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
865,angry,/03-01-05-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
866,disgust,/03-01-07-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
867,sad,/03-01-04-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
868,sad,/03-01-04-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
869,disgust,/03-01-07-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
870,neutral,/03-01-01-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
871,calm,/03-01-02-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
872,calm,/03-01-02-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
873,happy,/03-01-03-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
874,happy,/03-01-03-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
875,surprise,/03-01-08-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
876,surprise,/03-01-08-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
877,sad,/03-01-04-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
878,disgust,/03-01-07-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
879,disgust,/03-01-07-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
880,sad,/03-01-04-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
881,fear,/03-01-06-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
882,angry,/03-01-05-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
883,angry,/03-01-05-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
884,fear,/03-01-06-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
885,surprise,/03-01-08-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
886,surprise,/03-01-08-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
887,disgust,/03-01-07-02-01-01-15.wav,intense,Kids are talking by the door,Actor_15
888,sad,/03-01-04-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
889,sad,/03-01-04-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
890,disgust,/03-01-07-01-02-01-15.wav,normal,Dogs are sitting by the door,Actor_15
891,angry,/03-01-05-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
892,fear,/03-01-06-02-02-02-15.wav,intense,Dogs are sitting by the door,Actor_15
893,fear,/03-01-06-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
894,angry,/03-01-05-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
895,calm,/03-01-02-01-01-01-15.wav,normal,Kids are talking by the door,Actor_15
896,neutral,/03-01-01-01-01-02-15.wav,normal,Kids are talking by the door,Actor_15
897,calm,/03-01-02-02-02-01-15.wav,intense,Dogs are sitting by the door,Actor_15
898,happy,/03-01-03-01-02-02-15.wav,normal,Dogs are sitting by the door,Actor_15
899,happy,/03-01-03-02-01-02-15.wav,intense,Kids are talking by the door,Actor_15
900,angry,/03-01-05-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
901,fear,/03-01-06-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
902,fear,/03-01-06-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
903,angry,/03-01-05-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
904,disgust,/03-01-07-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
905,sad,/03-01-04-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
906,sad,/03-01-04-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
907,disgust,/03-01-07-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
908,surprise,/03-01-08-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
909,surprise,/03-01-08-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
910,happy,/03-01-03-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
911,happy,/03-01-03-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
912,calm,/03-01-02-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
913,neutral,/03-01-01-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
914,calm,/03-01-02-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
915,happy,/03-01-03-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
916,happy,/03-01-03-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
917,calm,/03-01-02-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
918,calm,/03-01-02-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
919,neutral,/03-01-01-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
920,fear,/03-01-06-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
921,angry,/03-01-05-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
922,angry,/03-01-05-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
923,fear,/03-01-06-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
924,sad,/03-01-04-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
925,disgust,/03-01-07-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
926,disgust,/03-01-07-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
927,sad,/03-01-04-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
928,surprise,/03-01-08-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
929,surprise,/03-01-08-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
930,calm,/03-01-02-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
931,neutral,/03-01-01-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
932,calm,/03-01-02-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
933,happy,/03-01-03-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
934,happy,/03-01-03-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
935,disgust,/03-01-07-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
936,sad,/03-01-04-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
937,sad,/03-01-04-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
938,disgust,/03-01-07-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
939,angry,/03-01-05-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
940,fear,/03-01-06-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
941,fear,/03-01-06-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
942,angry,/03-01-05-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
943,surprise,/03-01-08-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
944,surprise,/03-01-08-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
945,sad,/03-01-04-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
946,disgust,/03-01-07-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
947,disgust,/03-01-07-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
948,sad,/03-01-04-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
949,fear,/03-01-06-02-02-02-16.wav,intense,Dogs are sitting by the door,Actor_16
950,angry,/03-01-05-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
951,angry,/03-01-05-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
952,fear,/03-01-06-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
953,surprise,/03-01-08-01-02-01-16.wav,normal,Dogs are sitting by the door,Actor_16
954,surprise,/03-01-08-02-01-01-16.wav,intense,Kids are talking by the door,Actor_16
955,neutral,/03-01-01-01-01-02-16.wav,normal,Kids are talking by the door,Actor_16
956,calm,/03-01-02-01-01-01-16.wav,normal,Kids are talking by the door,Actor_16
957,calm,/03-01-02-02-02-01-16.wav,intense,Dogs are sitting by the door,Actor_16
958,happy,/03-01-03-01-02-02-16.wav,normal,Dogs are sitting by the door,Actor_16
959,happy,/03-01-03-02-01-02-16.wav,intense,Kids are talking by the door,Actor_16
960,disgust,/03-01-07-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
961,sad,/03-01-04-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
962,sad,/03-01-04-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
963,disgust,/03-01-07-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
964,angry,/03-01-05-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
965,fear,/03-01-06-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
